48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,48.87,31.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
48.87,30.00,51.92,30.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,54.98,28.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
51.92,29.00,48.87,30.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
51.92,29.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,51.92,29.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
48.87,30.00,48.87,30.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
51.92,30.00,51.92,29.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
45.81,32.00,45.81,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
48.87,31.00,48.87,31.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
54.98,29.00,54.98,28.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
48.87,31.00,51.92,29.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
51.92,30.00,54.98,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
54.98,28.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
48.87,30.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
45.81,31.00,51.92,28.00
